talhao,idade,prescrição,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,VPL
14,2,4,0,0,0,8745,0,0,0,0,8745,0,0,0,0,0,10335,0,111835
14,2,7,0,0,0,8745,0,0,0,0,8745,0,0,0,0,0,0,11607,153001
14,2,10,0,0,0,8745,0,0,0,0,0,10335,0,0,0,0,8745,0,118768
14,2,13,0,0,0,8745,0,0,0,0,0,10335,0,0,0,0,0,10335,166951
14,2,16,0,0,0,8745,0,0,0,0,0,10335,0,0,0,0,0,0,235343
14,2,19,0,0,0,8745,0,0,0,0,0,0,11607,0,0,0,0,8745,163057
14,2,22,0,0,0,8745,0,0,0,0,0,0,11607,0,0,0,0,0,237947
14,2,28,0,0,0,0,10335,0,0,0,0,8745,0,0,0,0,8745,0,128953
14,2,31,0,0,0,0,10335,0,0,0,0,8745,0,0,0,0,0,10335,177136
14,2,34,0,0,0,0,10335,0,0,0,0,8745,0,0,0,0,0,0,245528
14,2,37,0,0,0,0,10335,0,0,0,0,0,10335,0,0,0,0,8745,183552
14,2,40,0,0,0,0,10335,0,0,0,0,0,10335,0,0,0,0,0,258442
14,2,46,0,0,0,0,10335,0,0,0,0,0,0,11607,0,0,0,0,254837
14,2,55,0,0,0,0,0,11607,0,0,0,0,8745,0,0,0,0,8745,177831
14,2,58,0,0,0,0,0,11607,0,0,0,0,8745,0,0,0,0,0,252721
14,2,64,0,0,0,0,0,11607,0,0,0,0,0,10335,0,0,0,0,258663
14,2,73,0,0,0,0,0,11607,0,0,0,0,0,0,11607,0,0,0,169138
15,2,1,0,0,0,8040,0,0,0,0,8040,0,0,0,0,8040,0,0,186669
15,2,4,0,0,0,8040,0,0,0,0,8040,0,0,0,0,0,9160,0,200812
15,2,7,0,0,0,8040,0,0,0,0,8040,0,0,0,0,0,0,10080,231753
15,2,10,0,0,0,8040,0,0,0,0,0,9160,0,0,0,0,8040,0,202521
15,2,13,0,0,0,8040,0,0,0,0,0,9160,0,0,0,0,0,9160,238027
15,2,16,0,0,0,8040,0,0,0,0,0,9160,0,0,0,0,0,0,288056
15,2,19,0,0,0,8040,0,0,0,0,0,0,10080,0,0,0,0,8040,232903
15,2,22,0,0,0,8040,0,0,0,0,0,0,10080,0,0,0,0,0,287159
15,2,28,0,0,0,0,9160,0,0,0,0,8040,0,0,0,0,8040,0,205033
15,2,31,0,0,0,0,9160,0,0,0,0,8040,0,0,0,0,0,9160,240539
15,2,34,0,0,0,0,9160,0,0,0,0,8040,0,0,0,0,0,0,290568
15,2,37,0,0,0,0,9160,0,0,0,0,0,9160,0,0,0,0,8040,242122
15,2,40,0,0,0,0,9160,0,0,0,0,0,9160,0,0,0,0,0,296378
15,2,46,0,0,0,0,9160,0,0,0,0,0,0,10080,0,0,0,0,291634
15,2,55,0,0,0,0,0,10080,0,0,0,0,8040,0,0,0,0,8040,234594
15,2,58,0,0,0,0,0,10080,0,0,0,0,8040,0,0,0,0,0,288850
15,2,64,0,0,0,0,0,10080,0,0,0,0,0,9160,0,0,0,0,290317
15,2,73,0,0,0,0,0,10080,0,0,0,0,0,0,10080,0,0,0,202986
16,2,1,0,0,0,5520,0,0,0,0,5520,0,0,0,0,5520,0,0,96605
16,2,4,0,0,0,5520,0,0,0,0,5520,0,0,0,0,0,6390,0,109467
16,2,7,0,0,0,5520,0,0,0,0,5520,0,0,0,0,0,0,7080,132490
16,2,10,0,0,0,5520,0,0,0,0,0,6390,0,0,0,0,5520,0,112010
16,2,13,0,0,0,5520,0,0,0,0,0,6390,0,0,0,0,0,6390,138967
16,2,16,0,0,0,5520,0,0,0,0,0,6390,0,0,0,0,0,0,176788
16,2,19,0,0,0,5520,0,0,0,0,0,0,7080,0,0,0,0,5520,135542
16,2,22,0,0,0,5520,0,0,0,0,0,0,7080,0,0,0,0,0,177005
16,2,28,0,0,0,0,6390,0,0,0,0,5520,0,0,0,0,5520,0,115747
16,2,31,0,0,0,0,6390,0,0,0,0,5520,0,0,0,0,0,6390,142704
16,2,34,0,0,0,0,6390,0,0,0,0,5520,0,0,0,0,0,0,180525
16,2,37,0,0,0,0,6390,0,0,0,0,0,6390,0,0,0,0,5520,145059
16,2,40,0,0,0,0,6390,0,0,0,0,0,6390,0,0,0,0,0,186522
16,2,46,0,0,0,0,6390,0,0,0,0,0,0,7080,0,0,0,0,183351
16,2,55,0,0,0,0,0,7080,0,0,0,0,5520,0,0,0,0,5520,140025
16,2,58,0,0,0,0,0,7080,0,0,0,0,5520,0,0,0,0,0,181488
16,2,64,0,0,0,0,0,7080,0,0,0,0,0,6390,0,0,0,0,183669
16,2,73,0,0,0,0,0,7080,0,0,0,0,0,0,7080,0,0,0,124886
17,2,1,0,0,0,4898,0,0,0,0,4898,0,0,0,0,4898,0,0,31243
17,2,4,0,0,0,4898,0,0,0,0,4898,0,0,0,0,0,5828,0,47607
17,2,7,0,0,0,4898,0,0,0,0,4898,0,0,0,0,0,0,6572,71687
17,2,10,0,0,0,4898,0,0,0,0,0,5828,0,0,0,0,4898,0,52096
17,2,13,0,0,0,4898,0,0,0,0,0,5828,0,0,0,0,0,5828,80280
17,2,16,0,0,0,4898,0,0,0,0,0,5828,0,0,0,0,0,0,120447
17,2,19,0,0,0,4898,0,0,0,0,0,0,6572,0,0,0,0,4898,78407
17,2,22,0,0,0,4898,0,0,0,0,0,0,6572,0,0,0,0,0,122374
17,2,28,0,0,0,0,5828,0,0,0,0,4898,0,0,0,0,4898,0,58690
17,2,31,0,0,0,0,5828,0,0,0,0,4898,0,0,0,0,0,5828,86874
17,2,34,0,0,0,0,5828,0,0,0,0,4898,0,0,0,0,0,0,127041
17,2,37,0,0,0,0,5828,0,0,0,0,0,5828,0,0,0,0,4898,91032
17,2,40,0,0,0,0,5828,0,0,0,0,0,5828,0,0,0,0,0,134999
17,2,46,0,0,0,0,5828,0,0,0,0,0,0,6572,0,0,0,0,133262
17,2,55,0,0,0,0,0,6572,0,0,0,0,4898,0,0,0,0,4898,88278
17,2,58,0,0,0,0,0,6572,0,0,0,0,4898,0,0,0,0,0,132245
17,2,64,0,0,0,0,0,6572,0,0,0,0,0,5828,0,0,0,0,136092
17,2,73,0,0,0,0,0,6572,0,0,0,0,0,0,6572,0,0,0,86699
18,2,1,0,0,0,6600,0,0,0,0,6600,0,0,0,0,6600,0,0,64139
18,2,4,0,0,0,6600,0,0,0,0,6600,0,0,0,0,0,7800,0,84408
18,2,7,0,0,0,6600,0,0,0,0,6600,0,0,0,0,0,0,8760,115476
18,2,10,0,0,0,6600,0,0,0,0,0,7800,0,0,0,0,6600,0,89637
18,2,13,0,0,0,6600,0,0,0,0,0,7800,0,0,0,0,0,7800,126001
18,2,16,0,0,0,6600,0,0,0,0,0,7800,0,0,0,0,0,0,177618
18,2,19,0,0,0,6600,0,0,0,0,0,0,8760,0,0,0,0,6600,123063
18,2,22,0,0,0,6600,0,0,0,0,0,0,8760,0,0,0,0,0,179584
18,2,28,0,0,0,0,7800,0,0,0,0,6600,0,0,0,0,6600,0,97322
18,2,31,0,0,0,0,7800,0,0,0,0,6600,0,0,0,0,0,7800,133686
18,2,34,0,0,0,0,7800,0,0,0,0,6600,0,0,0,0,0,0,185303
18,2,37,0,0,0,0,7800,0,0,0,0,0,7800,0,0,0,0,6600,138530
18,2,40,0,0,0,0,7800,0,0,0,0,0,7800,0,0,0,0,0,195051
18,2,46,0,0,0,0,7800,0,0,0,0,0,0,8760,0,0,0,0,192330
18,2,55,0,0,0,0,0,8760,0,0,0,0,6600,0,0,0,0,6600,134213
18,2,58,0,0,0,0,0,8760,0,0,0,0,6600,0,0,0,0,0,190734
18,2,64,0,0,0,0,0,8760,0,0,0,0,0,7800,0,0,0,0,195219
18,2,73,0,0,0,0,0,8760,0,0,0,0,0,0,8760,0,0,0,127655
19,2,1,0,0,0,4806,0,0,0,0,4806,0,0,0,0,4806,0,0,73161
19,2,4,0,0,0,4806,0,0,0,0,4806,0,0,0,0,0,5589,0,85272
19,2,7,0,0,0,4806,0,0,0,0,4806,0,0,0,0,0,0,6237,106386
19,2,10,0,0,0,4806,0,0,0,0,0,5589,0,0,0,0,4806,0,87885
19,2,13,0,0,0,4806,0,0,0,0,0,5589,0,0,0,0,0,5589,112114
19,2,16,0,0,0,4806,0,0,0,0,0,5589,0,0,0,0,0,0,146657
19,2,19,0,0,0,4806,0,0,0,0,0,0,6237,0,0,0,0,4806,109957
19,2,22,0,0,0,4806,0,0,0,0,0,0,6237,0,0,0,0,0,147383
19,2,28,0,0,0,0,5589,0,0,0,0,4806,0,0,0,0,4806,0,91724
19,2,31,0,0,0,0,5589,0,0,0,0,4806,0,0,0,0,0,5589,115953
19,2,34,0,0,0,0,5589,0,0,0,0,4806,0,0,0,0,0,0,150496
19,2,37,0,0,0,0,5589,0,0,0,0,0,5589,0,0,0,0,4806,118372
19,2,40,0,0,0,0,5589,0,0,0,0,0,5589,0,0,0,0,0,155798
19,2,46,0,0,0,0,5589,0,0,0,0,0,0,6237,0,0,0,0,153802
19,2,55,0,0,0,0,0,6237,0,0,0,0,4806,0,0,0,0,4806,115202
19,2,58,0,0,0,0,0,6237,0,0,0,0,4806,0,0,0,0,0,152628
19,2,64,0,0,0,0,0,6237,0,0,0,0,0,5589,0,0,0,0,154870
19,2,73,0,0,0,0,0,6237,0,0,0,0,0,0,6237,0,0,0,104651
20,2,1,0,0,0,3738,0,0,0,0,3738,0,0,0,0,3738,0,0,56904
20,2,4,0,0,0,3738,0,0,0,0,3738,0,0,0,0,0,4347,0,66325
20,2,7,0,0,0,3738,0,0,0,0,3738,0,0,0,0,0,0,4851,82748
20,2,10,0,0,0,3738,0,0,0,0,0,4347,0,0,0,0,3738,0,68358
20,2,13,0,0,0,3738,0,0,0,0,0,4347,0,0,0,0,0,4347,87204
20,2,16,0,0,0,3738,0,0,0,0,0,4347,0,0,0,0,0,0,114070
20,2,19,0,0,0,3738,0,0,0,0,0,0,4851,0,0,0,0,3738,85525
20,2,22,0,0,0,3738,0,0,0,0,0,0,4851,0,0,0,0,0,114635
20,2,28,0,0,0,0,4347,0,0,0,0,3738,0,0,0,0,3738,0,71342
20,2,31,0,0,0,0,4347,0,0,0,0,3738,0,0,0,0,0,4347,90188
20,2,34,0,0,0,0,4347,0,0,0,0,3738,0,0,0,0,0,0,117054
20,2,37,0,0,0,0,4347,0,0,0,0,0,4347,0,0,0,0,3738,92069
20,2,40,0,0,0,0,4347,0,0,0,0,0,4347,0,0,0,0,0,121179
20,2,46,0,0,0,0,4347,0,0,0,0,0,0,4851,0,0,0,0,119625
20,2,55,0,0,0,0,0,4851,0,0,0,0,3738,0,0,0,0,3738,89602
20,2,58,0,0,0,0,0,4851,0,0,0,0,3738,0,0,0,0,0,118712
20,2,64,0,0,0,0,0,4851,0,0,0,0,0,4347,0,0,0,0,120454
20,2,73,0,0,0,0,0,4851,0,0,0,0,0,0,4851,0,0,0,81395
21,2,1,0,0,0,8740,0,0,0,0,8740,0,0,0,0,8740,0,0,171613
21,2,4,0,0,0,8740,0,0,0,0,8740,0,0,0,0,0,10074,0,190422
21,2,7,0,0,0,8740,0,0,0,0,8740,0,0,0,0,0,0,11132,225780
21,2,10,0,0,0,8740,0,0,0,0,0,10074,0,0,0,0,8740,0,193769
21,2,13,0,0,0,8740,0,0,0,0,0,10074,0,0,0,0,0,10074,235158
21,2,16,0,0,0,8740,0,0,0,0,0,10074,0,0,0,0,0,0,292960
21,2,19,0,0,0,8740,0,0,0,0,0,0,11132,0,0,0,0,8740,229393
21,2,22,0,0,0,8740,0,0,0,0,0,0,11132,0,0,0,0,0,292780
21,2,28,0,0,0,0,10074,0,0,0,0,8740,0,0,0,0,8740,0,198687
21,2,31,0,0,0,0,10074,0,0,0,0,8740,0,0,0,0,0,10074,240076
21,2,34,0,0,0,0,10074,0,0,0,0,8740,0,0,0,0,0,0,297878
21,2,37,0,0,0,0,10074,0,0,0,0,0,10074,0,0,0,0,8740,243175
21,2,40,0,0,0,0,10074,0,0,0,0,0,10074,0,0,0,0,0,306562
21,2,46,0,0,0,0,10074,0,0,0,0,0,0,11132,0,0,0,0,301225
21,2,55,0,0,0,0,0,11132,0,0,0,0,8740,0,0,0,0,8740,234705
