talhao,idade,prescrição,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,VPL
21,2,58,0,0,0,0,0,11132,0,0,0,0,8740,0,0,0,0,0,298092
21,2,64,0,0,0,0,0,11132,0,0,0,0,0,10074,0,0,0,0,300962
21,2,73,0,0,0,0,0,11132,0,0,0,0,0,0,11132,0,0,0,207168
22,2,1,0,0,0,3476,0,0,0,0,3476,0,0,0,0,3476,0,0,22177
22,2,4,0,0,0,3476,0,0,0,0,3476,0,0,0,0,0,4136,0,33790
22,2,7,0,0,0,3476,0,0,0,0,3476,0,0,0,0,0,0,4664,50879
22,2,10,0,0,0,3476,0,0,0,0,0,4136,0,0,0,0,3476,0,36975
22,2,13,0,0,0,3476,0,0,0,0,0,4136,0,0,0,0,0,4136,56977
22,2,16,0,0,0,3476,0,0,0,0,0,4136,0,0,0,0,0,0,85482
22,2,19,0,0,0,3476,0,0,0,0,0,0,4664,0,0,0,0,3476,55647
22,2,22,0,0,0,3476,0,0,0,0,0,0,4664,0,0,0,0,0,86849
22,2,28,0,0,0,0,4136,0,0,0,0,3476,0,0,0,0,3476,0,41655
22,2,31,0,0,0,0,4136,0,0,0,0,3476,0,0,0,0,0,4136,61657
22,2,34,0,0,0,0,4136,0,0,0,0,3476,0,0,0,0,0,0,90162
22,2,37,0,0,0,0,4136,0,0,0,0,0,4136,0,0,0,0,3476,64607
22,2,40,0,0,0,0,4136,0,0,0,0,0,4136,0,0,0,0,0,95809
22,2,46,0,0,0,0,4136,0,0,0,0,0,0,4664,0,0,0,0,94576
22,2,55,0,0,0,0,0,4664,0,0,0,0,3476,0,0,0,0,3476,62651
22,2,58,0,0,0,0,0,4664,0,0,0,0,3476,0,0,0,0,0,93853
22,2,64,0,0,0,0,0,4664,0,0,0,0,0,4136,0,0,0,0,96584
22,2,73,0,0,0,0,0,4664,0,0,0,0,0,0,4664,0,0,0,61531
23,2,1,0,0,0,4898,0,0,0,0,4898,0,0,0,0,4898,0,0,31243
23,2,4,0,0,0,4898,0,0,0,0,4898,0,0,0,0,0,5828,0,47607
23,2,7,0,0,0,4898,0,0,0,0,4898,0,0,0,0,0,0,6572,71687
23,2,10,0,0,0,4898,0,0,0,0,0,5828,0,0,0,0,4898,0,52096
23,2,13,0,0,0,4898,0,0,0,0,0,5828,0,0,0,0,0,5828,80280
23,2,16,0,0,0,4898,0,0,0,0,0,5828,0,0,0,0,0,0,120447
23,2,19,0,0,0,4898,0,0,0,0,0,0,6572,0,0,0,0,4898,78407
23,2,22,0,0,0,4898,0,0,0,0,0,0,6572,0,0,0,0,0,122374
23,2,28,0,0,0,0,5828,0,0,0,0,4898,0,0,0,0,4898,0,58690
23,2,31,0,0,0,0,5828,0,0,0,0,4898,0,0,0,0,0,5828,86874
23,2,34,0,0,0,0,5828,0,0,0,0,4898,0,0,0,0,0,0,127041
23,2,37,0,0,0,0,5828,0,0,0,0,0,5828,0,0,0,0,4898,91032
23,2,40,0,0,0,0,5828,0,0,0,0,0,5828,0,0,0,0,0,134999
23,2,46,0,0,0,0,5828,0,0,0,0,0,0,6572,0,0,0,0,133262
23,2,55,0,0,0,0,0,6572,0,0,0,0,4898,0,0,0,0,4898,88278
23,2,58,0,0,0,0,0,6572,0,0,0,0,4898,0,0,0,0,0,132245
23,2,64,0,0,0,0,0,6572,0,0,0,0,0,5828,0,0,0,0,136092
23,2,73,0,0,0,0,0,6572,0,0,0,0,0,0,6572,0,0,0,86699
24,2,1,0,0,0,8442,0,0,0,0,8442,0,0,0,0,8442,0,0,195999
24,2,4,0,0,0,8442,0,0,0,0,8442,0,0,0,0,0,9618,0,210849
24,2,7,0,0,0,8442,0,0,0,0,8442,0,0,0,0,0,0,10584,243337
24,2,10,0,0,0,8442,0,0,0,0,0,9618,0,0,0,0,8442,0,212644
24,2,13,0,0,0,8442,0,0,0,0,0,9618,0,0,0,0,0,9618,249926
24,2,16,0,0,0,8442,0,0,0,0,0,9618,0,0,0,0,0,0,302456
24,2,19,0,0,0,8442,0,0,0,0,0,0,10584,0,0,0,0,8442,244547
24,2,22,0,0,0,8442,0,0,0,0,0,0,10584,0,0,0,0,0,301515
24,2,28,0,0,0,0,9618,0,0,0,0,8442,0,0,0,0,8442,0,215282
24,2,31,0,0,0,0,9618,0,0,0,0,8442,0,0,0,0,0,9618,252564
24,2,34,0,0,0,0,9618,0,0,0,0,8442,0,0,0,0,0,0,305094
24,2,37,0,0,0,0,9618,0,0,0,0,0,9618,0,0,0,0,8442,254226
24,2,40,0,0,0,0,9618,0,0,0,0,0,9618,0,0,0,0,0,311194
24,2,46,0,0,0,0,9618,0,0,0,0,0,0,10584,0,0,0,0,306213
24,2,55,0,0,0,0,0,10584,0,0,0,0,8442,0,0,0,0,8442,246324
24,2,58,0,0,0,0,0,10584,0,0,0,0,8442,0,0,0,0,0,303292
24,2,64,0,0,0,0,0,10584,0,0,0,0,0,9618,0,0,0,0,304831
24,2,73,0,0,0,0,0,10584,0,0,0,0,0,0,10584,0,0,0,213133
25,2,1,0,0,0,3920,0,0,0,0,3920,0,0,0,0,3920,0,0,84824
25,2,4,0,0,0,3920,0,0,0,0,3920,0,0,0,0,0,4480,0,92264
25,2,7,0,0,0,3920,0,0,0,0,3920,0,0,0,0,0,0,4940,107686
25,2,10,0,0,0,3920,0,0,0,0,0,4480,0,0,0,0,3920,0,93319
25,2,13,0,0,0,3920,0,0,0,0,0,4480,0,0,0,0,0,4480,111024
25,2,16,0,0,0,3920,0,0,0,0,0,4480,0,0,0,0,0,0,136098
25,2,19,0,0,0,3920,0,0,0,0,0,0,4940,0,0,0,0,3920,108649
25,2,22,0,0,0,3920,0,0,0,0,0,0,4940,0,0,0,0,0,135836
25,2,28,0,0,0,0,4480,0,0,0,0,3920,0,0,0,0,3920,0,94870
25,2,31,0,0,0,0,4480,0,0,0,0,3920,0,0,0,0,0,4480,112575
25,2,34,0,0,0,0,4480,0,0,0,0,3920,0,0,0,0,0,0,137649
25,2,37,0,0,0,0,4480,0,0,0,0,0,4480,0,0,0,0,3920,113553
25,2,40,0,0,0,0,4480,0,0,0,0,0,4480,0,0,0,0,0,140740
25,2,46,0,0,0,0,4480,0,0,0,0,0,0,4940,0,0,0,0,138539
25,2,55,0,0,0,0,0,4940,0,0,0,0,3920,0,0,0,0,3920,110061
25,2,58,0,0,0,0,0,4940,0,0,0,0,3920,0,0,0,0,0,137248
25,2,64,0,0,0,0,0,4940,0,0,0,0,0,4480,0,0,0,0,138152
25,2,73,0,0,0,0,0,4940,0,0,0,0,0,0,4940,0,0,0,95811
26,2,1,0,0,0,8232,0,0,0,0,8232,0,0,0,0,8232,0,0,178130
26,2,4,0,0,0,8232,0,0,0,0,8232,0,0,0,0,0,9408,0,193756
26,2,7,0,0,0,8232,0,0,0,0,8232,0,0,0,0,0,0,10374,226140
26,2,10,0,0,0,8232,0,0,0,0,0,9408,0,0,0,0,8232,0,195973
26,2,13,0,0,0,8232,0,0,0,0,0,9408,0,0,0,0,0,9408,233150
26,2,16,0,0,0,8232,0,0,0,0,0,9408,0,0,0,0,0,0,285803
26,2,19,0,0,0,8232,0,0,0,0,0,0,10374,0,0,0,0,8232,228159
26,2,22,0,0,0,8232,0,0,0,0,0,0,10374,0,0,0,0,0,285250
26,2,28,0,0,0,0,9408,0,0,0,0,8232,0,0,0,0,8232,0,199229
26,2,31,0,0,0,0,9408,0,0,0,0,8232,0,0,0,0,0,9408,236406
26,2,34,0,0,0,0,9408,0,0,0,0,8232,0,0,0,0,0,0,289059
26,2,37,0,0,0,0,9408,0,0,0,0,0,9408,0,0,0,0,8232,238458
26,2,40,0,0,0,0,9408,0,0,0,0,0,9408,0,0,0,0,0,295549
26,2,46,0,0,0,0,9408,0,0,0,0,0,0,10374,0,0,0,0,290928
26,2,55,0,0,0,0,0,10374,0,0,0,0,8232,0,0,0,0,8232,231126
26,2,58,0,0,0,0,0,10374,0,0,0,0,8232,0,0,0,0,0,288217
26,2,64,0,0,0,0,0,10374,0,0,0,0,0,9408,0,0,0,0,290117
26,2,73,0,0,0,0,0,10374,0,0,0,0,0,0,10374,0,0,0,201204
27,2,1,0,0,0,6992,0,0,0,0,6992,0,0,0,0,6992,0,0,122366
27,2,4,0,0,0,6992,0,0,0,0,6992,0,0,0,0,0,8094,0,138660
27,2,7,0,0,0,6992,0,0,0,0,6992,0,0,0,0,0,0,8968,167822
27,2,10,0,0,0,6992,0,0,0,0,0,8094,0,0,0,0,6992,0,141881
27,2,13,0,0,0,6992,0,0,0,0,0,8094,0,0,0,0,0,8094,176027
27,2,16,0,0,0,6992,0,0,0,0,0,8094,0,0,0,0,0,0,223932
27,2,19,0,0,0,6992,0,0,0,0,0,0,8968,0,0,0,0,6992,171687
27,2,22,0,0,0,6992,0,0,0,0,0,0,8968,0,0,0,0,0,224207
27,2,28,0,0,0,0,8094,0,0,0,0,6992,0,0,0,0,6992,0,146613
27,2,31,0,0,0,0,8094,0,0,0,0,6992,0,0,0,0,0,8094,180759
27,2,34,0,0,0,0,8094,0,0,0,0,6992,0,0,0,0,0,0,228664
27,2,37,0,0,0,0,8094,0,0,0,0,0,8094,0,0,0,0,6992,183742
27,2,40,0,0,0,0,8094,0,0,0,0,0,8094,0,0,0,0,0,236262
27,2,46,0,0,0,0,8094,0,0,0,0,0,0,8968,0,0,0,0,232243
27,2,55,0,0,0,0,0,8968,0,0,0,0,6992,0,0,0,0,6992,177366
27,2,58,0,0,0,0,0,8968,0,0,0,0,6992,0,0,0,0,0,229886
27,2,64,0,0,0,0,0,8968,0,0,0,0,0,8094,0,0,0,0,232647
27,2,73,0,0,0,0,0,8968,0,0,0,0,0,0,8968,0,0,0,158187
28,2,1,0,0,0,4228,0,0,0,0,4228,0,0,0,0,4228,0,0,11545
28,2,4,0,0,0,4228,0,0,0,0,4228,0,0,0,0,0,5068,0,26919
28,2,7,0,0,0,4228,0,0,0,0,4228,0,0,0,0,0,0,5740,48589
28,2,10,0,0,0,4228,0,0,0,0,0,5068,0,0,0,0,4228,0,31365
28,2,13,0,0,0,4228,0,0,0,0,0,5068,0,0,0,0,0,5068,56741
28,2,16,0,0,0,4228,0,0,0,0,0,5068,0,0,0,0,0,0,93249
28,2,19,0,0,0,4228,0,0,0,0,0,0,5740,0,0,0,0,4228,55411
28,2,22,0,0,0,4228,0,0,0,0,0,0,5740,0,0,0,0,0,95352
28,2,28,0,0,0,0,5068,0,0,0,0,4228,0,0,0,0,4228,0,37896
28,2,31,0,0,0,0,5068,0,0,0,0,4228,0,0,0,0,0,5068,63272
28,2,34,0,0,0,0,5068,0,0,0,0,4228,0,0,0,0,0,0,99780
28,2,37,0,0,0,0,5068,0,0,0,0,0,5068,0,0,0,0,4228,67389
28,2,40,0,0,0,0,5068,0,0,0,0,0,5068,0,0,0,0,0,107330
28,2,46,0,0,0,0,5068,0,0,0,0,0,0,5740,0,0,0,0,106099
28,2,55,0,0,0,0,0,5740,0,0,0,0,4228,0,0,0,0,4228,65434
28,2,58,0,0,0,0,0,5740,0,0,0,0,4228,0,0,0,0,0,105375
28,2,64,0,0,0,0,0,5740,0,0,0,0,0,5068,0,0,0,0,109188
28,2,73,0,0,0,0,0,5740,0,0,0,0,0,0,5740,0,0,0,67173
29,2,1,0,0,0,9682,0,0,0,0,9682,0,0,0,0,9682,0,0,239332
29,2,4,0,0,0,9682,0,0,0,0,9682,0,0,0,0,0,10998,0,255080
29,2,7,0,0,0,9682,0,0,0,0,9682,0,0,0,0,0,0,12032,290810
29,2,10,0,0,0,9682,0,0,0,0,0,10998,0,0,0,0,9682,0,256618
29,2,13,0,0,0,9682,0,0,0,0,0,10998,0,0,0,0,0,10998,298453
29,2,16,0,0,0,9682,0,0,0,0,0,10998,0,0,0,0,0,0,356414
29,2,19,0,0,0,9682,0,0,0,0,0,0,12032,0,0,0,0,9682,290910
29,2,22,0,0,0,9682,0,0,0,0,0,0,12032,0,0,0,0,0,354524
29,2,28,0,0,0,0,10998,0,0,0,0,9682,0,0,0,0,9682,0,258880
29,2,31,0,0,0,0,10998,0,0,0,0,9682,0,0,0,0,0,10998,300715
29,2,34,0,0,0,0,10998,0,0,0,0,9682,0,0,0,0,0,0,358676
29,2,37,0,0,0,0,10998,0,0,0,0,0,10998,0,0,0,0,9682,302141
29,2,40,0,0,0,0,10998,0,0,0,0,0,10998,0,0,0,0,0,365755
29,2,46,0,0,0,0,10998,0,0,0,0,0,0,12032,0,0,0,0,358770
29,2,55,0,0,0,0,0,12032,0,0,0,0,9682,0,0,0,0,9682,291055
29,2,58,0,0,0,0,0,12032,0,0,0,0,9682,0,0,0,0,0,354669
29,2,64,0,0,0,0,0,12032,0,0,0,0,0,10998,0,0,0,0,355989
29,2,73,0,0,0,0,0,12032,0,0,0,0,0,0,12032,0,0,0,249458
30,2,1,0,0,0,5340,0,0,0,0,5340,0,0,0,0,5340,0,0,81288
30,2,4,0,0,0,5340,0,0,0,0,5340,0,0,0,0,0,6210,0,94747
30,2,7,0,0,0,5340,0,0,0,0,5340,0,0,0,0,0,0,6930,118207
30,2,10,0,0,0,5340,0,0,0,0,0,6210,0,0,0,0,5340,0,97650
30,2,13,0,0,0,5340,0,0,0,0,0,6210,0,0,0,0,0,6210,124571
30,2,16,0,0,0,5340,0,0,0,0,0,6210,0,0,0,0,0,0,162952
30,2,19,0,0,0,5340,0,0,0,0,0,0,6930,0,0,0,0,5340,122174
30,2,22,0,0,0,5340,0,0,0,0,0,0,6930,0,0,0,0,0,163759
30,2,28,0,0,0,0,6210,0,0,0,0,5340,0,0,0,0,5340,0,101916
30,2,31,0,0,0,0,6210,0,0,0,0,5340,0,0,0,0,0,6210,128837
30,2,34,0,0,0,0,6210,0,0,0,0,5340,0,0,0,0,0,0,167218
30,2,37,0,0,0,0,6210,0,0,0,0,0,6210,0,0,0,0,5340,131526
30,2,40,0,0,0,0,6210,0,0,0,0,0,6210,0,0,0,0,0,173111
30,2,46,0,0,0,0,6210,0,0,0,0,0,0,6930,0,0,0,0,170892
30,2,55,0,0,0,0,0,6930,0,0,0,0,5340,0,0,0,0,5340,128002
30,2,58,0,0,0,0,0,6930,0,0,0,0,5340,0,0,0,0,0,169587
30,2,64,0,0,0,0,0,6930,0,0,0,0,0,6210,0,0,0,0,172078
30,2,73,0,0,0,0,0,6930,0,0,0,0,0,0,6930,0,0,0,116277
31,2,1,0,0,0,3775,0,0,0,0,3775,0,0,0,0,3775,0,0,10306
31,2,4,0,0,0,3775,0,0,0,0,3775,0,0,0,0,0,4525,0,24034
31,2,7,0,0,0,3775,0,0,0,0,3775,0,0,0,0,0,0,5125,43382
31,2,10,0,0,0,3775,0,0,0,0,0,4525,0,0,0,0,3775,0,28003
31,2,13,0,0,0,3775,0,0,0,0,0,4525,0,0,0,0,0,4525,50661
31,2,16,0,0,0,3775,0,0,0,0,0,4525,0,0,0,0,0,0,83258
31,2,19,0,0,0,3775,0,0,0,0,0,0,5125,0,0,0,0,3775,49473
31,2,22,0,0,0,3775,0,0,0,0,0,0,5125,0,0,0,0,0,85135
31,2,28,0,0,0,0,4525,0,0,0,0,3775,0,0,0,0,3775,0,33834
31,2,31,0,0,0,0,4525,0,0,0,0,3775,0,0,0,0,0,4525,56492
31,2,34,0,0,0,0,4525,0,0,0,0,3775,0,0,0,0,0,0,89089
31,2,37,0,0,0,0,4525,0,0,0,0,0,4525,0,0,0,0,3775,60167
31,2,40,0,0,0,0,4525,0,0,0,0,0,4525,0,0,0,0,0,95829
31,2,46,0,0,0,0,4525,0,0,0,0,0,0,5125,0,0,0,0,94730
31,2,55,0,0,0,0,0,5125,0,0,0,0,3775,0,0,0,0,3775,58422
31,2,58,0,0,0,0,0,5125,0,0,0,0,3775,0,0,0,0,0,94084
31,2,64,0,0,0,0,0,5125,0,0,0,0,0,4525,0,0,0,0,97489
31,2,73,0,0,0,0,0,5125,0,0,0,0,0,0,5125,0,0,0,59976
32,2,1,0,0,0,6708,0,0,0,0,6708,0,0,0,0,6708,0,0,85766
32,2,4,0,0,0,6708,0,0,0,0,6708,0,0,0,0,0,7839,0,104037
32,2,7,0,0,0,6708,0,0,0,0,6708,0,0,0,0,0,0,8775,134375
32,2,10,0,0,0,6708,0,0,0,0,0,7839,0,0,0,0,6708,0,108279
32,2,13,0,0,0,6708,0,0,0,0,0,7839,0,0,0,0,0,7839,143117
32,2,16,0,0,0,6708,0,0,0,0,0,7839,0,0,0,0,0,0,193284
32,2,19,0,0,0,6708,0,0,0,0,0,0,8775,0,0,0,0,6708,140433
32,2,22,0,0,0,6708,0,0,0,0,0,0,8775,0,0,0,0,0,194766
32,2,28,0,0,0,0,7839,0,0,0,0,6708,0,0,0,0,6708,0,114511
32,2,31,0,0,0,0,7839,0,0,0,0,6708,0,0,0,0,0,7839,149349
32,2,34,0,0,0,0,7839,0,0,0,0,6708,0,0,0,0,0,0,199516
32,2,37,0,0,0,0,7839,0,0,0,0,0,7839,0,0,0,0,6708,153276
32,2,40,0,0,0,0,7839,0,0,0,0,0,7839,0,0,0,0,0,207609
32,2,46,0,0,0,0,7839,0,0,0,0,0,0,8775,0,0,0,0,205124
32,2,55,0,0,0,0,0,8775,0,0,0,0,6708,0,0,0,0,6708,149334
32,2,58,0,0,0,0,0,8775,0,0,0,0,6708,0,0,0,0,0,203667
32,2,64,0,0,0,0,0,8775,0,0,0,0,0,7839,0,0,0,0,207303
32,2,73,0,0,0,0,0,8775,0,0,0,0,0,0,8775,0,0,0,137867
33,2,1,0,0,0,5688,0,0,0,0,5688,0,0,0,0,5688,0,0,36281
33,2,4,0,0,0,5688,0,0,0,0,5688,0,0,0,0,0,6768,0,55285
33,2,7,0,0,0,5688,0,0,0,0,5688,0,0,0,0,0,0,7632,83249
33,2,10,0,0,0,5688,0,0,0,0,0,6768,0,0,0,0,5688,0,60496
33,2,13,0,0,0,5688,0,0,0,0,0,6768,0,0,0,0,0,6768,93227
33,2,16,0,0,0,5688,0,0,0,0,0,6768,0,0,0,0,0,0,139871
33,2,19,0,0,0,5688,0,0,0,0,0,0,7632,0,0,0,0,5688,91050
33,2,22,0,0,0,5688,0,0,0,0,0,0,7632,0,0,0,0,0,142108
33,2,28,0,0,0,0,6768,0,0,0,0,5688,0,0,0,0,5688,0,68155
33,2,31,0,0,0,0,6768,0,0,0,0,5688,0,0,0,0,0,6768,100886
33,2,34,0,0,0,0,6768,0,0,0,0,5688,0,0,0,0,0,0,147530
33,2,37,0,0,0,0,6768,0,0,0,0,0,6768,0,0,0,0,5688,105712
33,2,40,0,0,0,0,6768,0,0,0,0,0,6768,0,0,0,0,0,156770
33,2,46,0,0,0,0,6768,0,0,0,0,0,0,7632,0,0,0,0,154754
33,2,55,0,0,0,0,0,7632,0,0,0,0,5688,0,0,0,0,5688,102512
33,2,58,0,0,0,0,0,7632,0,0,0,0,5688,0,0,0,0,0,153570
33,2,64,0,0,0,0,0,7632,0,0,0,0,0,6768,0,0,0,0,158038
33,2,73,0,0,0,0,0,7632,0,0,0,0,0,0,7632,0,0,0,100677
34,2,1,0,0,0,8550,0,0,0,0,8550,0,0,0,0,8550,0,0,167881
34,2,4,0,0,0,8550,0,0,0,0,8550,0,0,0,0,0,9855,0,186283
34,2,7,0,0,0,8550,0,0,0,0,8550,0,0,0,0,0,0,10890,220871
34,2,10,0,0,0,8550,0,0,0,0,0,9855,0,0,0,0,8550,0,189558
34,2,13,0,0,0,8550,0,0,0,0,0,9855,0,0,0,0,0,9855,230047
34,2,16,0,0,0,8550,0,0,0,0,0,9855,0,0,0,0,0,0,286593
34,2,19,0,0,0,8550,0,0,0,0,0,0,10890,0,0,0,0,8550,224408
34,2,22,0,0,0,8550,0,0,0,0,0,0,10890,0,0,0,0,0,286418
34,2,28,0,0,0,0,9855,0,0,0,0,8550,0,0,0,0,8550,0,194368
34,2,31,0,0,0,0,9855,0,0,0,0,8550,0,0,0,0,0,9855,234857
34,2,34,0,0,0,0,9855,0,0,0,0,8550,0,0,0,0,0,0,291403
34,2,37,0,0,0,0,9855,0,0,0,0,0,9855,0,0,0,0,8550,237889
34,2,40,0,0,0,0,9855,0,0,0,0,0,9855,0,0,0,0,0,299899
34,2,46,0,0,0,0,9855,0,0,0,0,0,0,10890,0,0,0,0,294676
34,2,55,0,0,0,0,0,10890,0,0,0,0,8550,0,0,0,0,8550,229603
34,2,58,0,0,0,0,0,10890,0,0,0,0,8550,0,0,0,0,0,291613
34,2,64,0,0,0,0,0,10890,0,0,0,0,0,9855,0,0,0,0,294418
34,2,73,0,0,0,0,0,10890,0,0,0,0,0,0,10890,0,0,0,202663
35,3,1,0,0,7839,0,0,0,0,7839,0,0,0,0,7839,0,0,0,282904
35,3,4,0,0,7839,0,0,0,0,7839,0,0,0,0,0,8931,0,0,279011
35,3,7,0,0,7839,0,0,0,0,7839,0,0,0,0,0,0,9828,0,287995
35,3,10,0,0,7839,0,0,0,0,0,8931,0,0,0,0,7839,0,0,280814
35,3,13,0,0,7839,0,0,0,0,0,8931,0,0,0,0,0,8931,0,294604
35,3,16,0,0,7839,0,0,0,0,0,8931,0,0,0,0,0,0,9828,324771
35,3,19,0,0,7839,0,0,0,0,0,0,9828,0,0,0,0,7839,0,289208
35,3,22,0,0,7839,0,0,0,0,0,0,9828,0,0,0,0,0,8931,323825
35,3,25,0,0,7839,0,0,0,0,0,0,9828,0,0,0,0,0,0,372604
35,3,28,0,0,0,8931,0,0,0,0,7839,0,0,0,0,7839,0,0,283459
35,3,31,0,0,0,8931,0,0,0,0,7839,0,0,0,0,0,8931,0,297249
35,3,34,0,0,0,8931,0,0,0,0,7839,0,0,0,0,0,0,9828,327416
35,3,37,0,0,0,8931,0,0,0,0,0,8931,0,0,0,0,7839,0,298916
35,3,40,0,0,0,8931,0,0,0,0,0,8931,0,0,0,0,0,8931,333533
35,3,43,0,0,0,8931,0,0,0,0,0,8931,0,0,0,0,0,0,382312
35,3,46,0,0,0,8931,0,0,0,0,0,0,9828,0,0,0,0,7839,328538
35,3,49,0,0,0,8931,0,0,0,0,0,0,9828,0,0,0,0,0,381438
35,3,55,0,0,0,0,9828,0,0,0,0,7839,0,0,0,0,7839,0,290989
35,3,58,0,0,0,0,9828,0,0,0,0,7839,0,0,0,0,0,8931,325606
35,3,61,0,0,0,0,9828,0,0,0,0,7839,0,0,0,0,0,0,374385
35,3,64,0,0,0,0,9828,0,0,0,0,0,8931,0,0,0,0,7839,327149
35,3,67,0,0,0,0,9828,0,0,0,0,0,8931,0,0,0,0,0,380049
35,3,73,0,0,0,0,9828,0,0,0,0,0,0,9828,0,0,0,0,375422
36,3,1,0,0,7912,0,0,0,0,7912,0,0,0,0,7912,0,0,0,242608
36,3,4,0,0,7912,0,0,0,0,7912,0,0,0,0,0,9159,0,0,242315
36,3,7,0,0,7912,0,0,0,0,7912,0,0,0,0,0,0,10148,0,254661
36,3,10,0,0,7912,0,0,0,0,0,9159,0,0,0,0,7912,0,0,246251
36,3,13,0,0,7912,0,0,0,0,0,9159,0,0,0,0,0,9159,0,264687
36,3,16,0,0,7912,0,0,0,0,0,9159,0,0,0,0,0,0,10148,297687
36,3,19,0,0,7912,0,0,0,0,0,0,10148,0,0,0,0,7912,0,259384
36,3,22,0,0,7912,0,0,0,0,0,0,10148,0,0,0,0,0,9159,298023
36,3,25,0,0,7912,0,0,0,0,0,0,10148,0,0,0,0,0,0,352232
36,3,28,0,0,0,9159,0,0,0,0,7912,0,0,0,0,7912,0,0,252036
36,3,31,0,0,0,9159,0,0,0,0,7912,0,0,0,0,0,9159,0,270472
36,3,34,0,0,0,9159,0,0,0,0,7912,0,0,0,0,0,0,10148,303472
36,3,37,0,0,0,9159,0,0,0,0,0,9159,0,0,0,0,7912,0,274117
36,3,40,0,0,0,9159,0,0,0,0,0,9159,0,0,0,0,0,9159,312756
36,3,43,0,0,0,9159,0,0,0,0,0,9159,0,0,0,0,0,0,366965
36,3,46,0,0,0,9159,0,0,0,0,0,0,10148,0,0,0,0,7912,307845
36,3,49,0,0,0,9159,0,0,0,0,0,0,10148,0,0,0,0,0,367275
36,3,55,0,0,0,0,10148,0,0,0,0,7912,0,0,0,0,7912,0,266323
36,3,58,0,0,0,0,10148,0,0,0,0,7912,0,0,0,0,0,9159,304962
36,3,61,0,0,0,0,10148,0,0,0,0,7912,0,0,0,0,0,0,359171
36,3,64,0,0,0,0,10148,0,0,0,0,0,9159,0,0,0,0,7912,308336
36,3,67,0,0,0,0,10148,0,0,0,0,0,9159,0,0,0,0,0,367766
36,3,73,0,0,0,0,10148,0,0,0,0,0,0,10148,0,0,0,0,363220
37,3,1,0,0,5888,0,0,0,0,5888,0,0,0,0,5888,0,0,0,180552
37,3,4,0,0,5888,0,0,0,0,5888,0,0,0,0,0,6816,0,0,180333
37,3,7,0,0,5888,0,0,0,0,5888,0,0,0,0,0,0,7552,0,189521
37,3,10,0,0,5888,0,0,0,0,0,6816,0,0,0,0,5888,0,0,183262
37,3,13,0,0,5888,0,0,0,0,0,6816,0,0,0,0,0,6816,0,196982
37,3,16,0,0,5888,0,0,0,0,0,6816,0,0,0,0,0,0,7552,221541
37,3,19,0,0,5888,0,0,0,0,0,0,7552,0,0,0,0,5888,0,193034
37,3,22,0,0,5888,0,0,0,0,0,0,7552,0,0,0,0,0,6816,221789
37,3,25,0,0,5888,0,0,0,0,0,0,7552,0,0,0,0,0,0,262129
37,3,28,0,0,0,6816,0,0,0,0,5888,0,0,0,0,5888,0,0,187565
37,3,31,0,0,0,6816,0,0,0,0,5888,0,0,0,0,0,6816,0,201285
37,3,34,0,0,0,6816,0,0,0,0,5888,0,0,0,0,0,0,7552,225844
37,3,37,0,0,0,6816,0,0,0,0,0,6816,0,0,0,0,5888,0,203997
37,3,40,0,0,0,6816,0,0,0,0,0,6816,0,0,0,0,0,6816,232752
37,3,43,0,0,0,6816,0,0,0,0,0,6816,0,0,0,0,0,0,273092
37,3,46,0,0,0,6816,0,0,0,0,0,0,7552,0,0,0,0,5888,229098
37,3,49,0,0,0,6816,0,0,0,0,0,0,7552,0,0,0,0,0,273324
37,3,55,0,0,0,0,7552,0,0,0,0,5888,0,0,0,0,5888,0,198197
37,3,58,0,0,0,0,7552,0,0,0,0,5888,0,0,0,0,0,6816,226952
37,3,61,0,0,0,0,7552,0,0,0,0,5888,0,0,0,0,0,0,267292
37,3,64,0,0,0,0,7552,0,0,0,0,0,6816,0,0,0,0,5888,229465
37,3,67,0,0,0,0,7552,0,0,0,0,0,6816,0,0,0,0,0,273691
37,3,73,0,0,0,0,7552,0,0,0,0,0,0,7552,0,0,0,0,270306
38,3,1,0,0,6105,0,0,0,0,6105,0,0,0,0,6105,0,0,0,142102
38,3,4,0,0,6105,0,0,0,0,6105,0,0,0,0,0,7215,0,0,145615
38,3,7,0,0,6105,0,0,0,0,6105,0,0,0,0,0,0,8103,0,159072
38,3,10,0,0,6105,0,0,0,0,0,7215,0,0,0,0,6105,0,0,150842
38,3,13,0,0,6105,0,0,0,0,0,7215,0,0,0,0,0,7215,0,169589
38,3,16,0,0,6105,0,0,0,0,0,7215,0,0,0,0,0,0,8103,198327
38,3,19,0,0,6105,0,0,0,0,0,0,8103,0,0,0,0,6105,0,166654
38,3,22,0,0,6105,0,0,0,0,0,0,8103,0,0,0,0,0,7215,200291
38,3,25,0,0,6105,0,0,0,0,0,0,8103,0,0,0,0,0,0,248036
38,3,28,0,0,0,7215,0,0,0,0,6105,0,0,0,0,6105,0,0,158519
38,3,31,0,0,0,7215,0,0,0,0,6105,0,0,0,0,0,7215,0,177266
38,3,34,0,0,0,7215,0,0,0,0,6105,0,0,0,0,0,0,8103,206004
38,3,37,0,0,0,7215,0,0,0,0,0,7215,0,0,0,0,6105,0,182105
